FECHA,Tipo de Cambio,Superior,Regular,Diesel,Bunker,Glp Cilindro 25Lbs.,
1-ene-21,7.79382,21.91,21.11,17.61,13.4,99,3.96
2-ene-21,7.79382,21.91,21.11,17.61,13.4,99,3.96
3-ene-21,7.79382,21.91,21.11,17.61,13.4,99,3.96
4-ene-21,7.79417,21.91,21.11,17.61,13.45,99,3.96
5-ene-21,7.79369,21.91,21.11,17.61,13.45,99,3.96
6-ene-21,7.79735,21.91,21.11,17.61,13.45,99,3.96
7-ene-21,7.79493,21.91,21.11,17.61,13.45,99,3.96
8-ene-21,7.80089,21.91,21.11,17.61,13.45,99,3.96
9-ene-21,7.80089,21.91,21.11,17.61,13.45,99,3.96
10-ene-21,7.80089,21.91,21.11,17.61,13.45,99,3.96
11-ene-21,7.79581,22.39,21.59,17.69,13.82,99,3.96
12-ene-21,7.7962,22.39,21.59,17.69,13.82,99,3.96
13-ene-21,7.79686,22.39,21.59,17.69,13.82,101.67,4.07
14-ene-21,7.79124,22.39,21.59,17.69,13.82,101.67,4.07
15-ene-21,7.78903,22.39,21.59,17.69,13.82,101.67,4.07
16-ene-21,7.78903,22.39,21.59,17.69,13.82,107,4.28
17-ene-21,7.78903,22.39,21.59,17.69,13.82,107,4.28
18-ene-21,7.7856,23.21,22.41,18.3,14.05,107,4.28
19-ene-21,7.79345,23.21,22.41,18.3,14.05,107,4.28
20-ene-21,7.78725,23.21,22.41,18.3,14.05,110,4.4
21-ene-21,7.78209,23.21,22.41,18.3,14.05,110,4.4
22-ene-21,7.78162,23.21,22.41,18.3,14.05,110,4.4
23-ene-21,7.78162,23.21,22.41,18.3,14.05,116,4.64
24-ene-21,7.78162,23.21,22.41,18.3,14.05,116,4.64
25-ene-21,7.78124,23.44,22.64,18.47,14.05,116,4.64
26-ene-21,7.77958,23.44,22.64,18.47,14.05,116,4.64
27-ene-21,7.78483,23.44,22.64,18.47,14.05,116,4.64
28-ene-21,7.78262,23.44,22.64,18.47,14.05,116,4.64
29-ene-21,7.78638,23.44,22.64,18.47,14.05,116,4.64
30-ene-21,7.78638,23.44,22.64,18.47,14.05,116,4.64
31-ene-21,7.78638,23.44,22.64,18.47,14.05,116,4.64
1-feb-21,7.78003,23.57,22.77,18.57,13.95,116,4.64
2-feb-21,7.77836,23.57,22.77,18.57,13.95,116,4.64
3-feb-21,7.77857,23.57,22.77,18.57,13.95,116,4.64
4-feb-21,7.77652,23.57,22.77,18.57,13.95,116,4.64
5-feb-21,7.76627,23.57,22.77,18.57,13.95,116,4.64
6-feb-21,7.76627,23.57,22.77,18.57,13.95,116,4.64
7-feb-21,7.76627,23.57,22.77,18.57,13.95,116,4.64
8-feb-21,7.76611,23.98,23.18,18.98,14.25,116,4.64
9-feb-21,7.76291,23.98,23.18,18.98,14.25,116,4.64
10-feb-21,7.75873,23.98,23.18,18.98,14.25,116,4.64
11-feb-21,7.75519,23.98,23.18,18.98,14.25,116,4.64
12-feb-21,7.75002,23.98,23.18,18.98,14.25,116,4.64
13-feb-21,7.75002,23.98,23.18,18.98,14.25,116,4.64
14-feb-21,7.75002,23.98,23.18,18.98,14.25,116,4.64
15-feb-21,7.74667,24.39,23.59,19.79,14.4,116,4.64
16-feb-21,7.7464,24.39,23.59,19.79,14.4,116,4.64
17-feb-21,7.74185,24.39,23.59,19.79,14.4,116,4.64
18-feb-21,7.73698,24.39,23.59,19.79,14.99,116,4.64
19-feb-21,7.73197,24.39,23.59,19.79,14.99,116,4.64
20-feb-21,7.73197,24.39,23.59,19.79,14.99,116,4.64
21-feb-21,7.73197,24.39,23.59,19.79,14.99,116,4.64
22-feb-21,7.71868,25.1,24.3,20.5,14.99,116,4.64
23-feb-21,7.72021,25.1,24.3,20.5,14.99,116,4.64
24-feb-21,7.71568,25.1,24.3,20.5,14.99,116,4.64
25-feb-21,7.7148,25.1,24.3,20.5,14.99,116,4.64
26-feb-21,7.70922,25.1,24.3,20.5,14.99,116,4.64
27-feb-21,7.70922,25.1,24.3,20.5,14.99,116,4.64
28-feb-21,7.70922,25.1,24.3,20.5,14.99,116,4.64
1-mar-21,7.70606,25.85,25.05,20.86,15.54,116,4.64
2-mar-21,7.70271,25.85,25.05,20.86,15.54,116,4.64
3-mar-21,7.70784,25.85,25.05,20.86,15.54,116,4.64
4-mar-21,7.71007,25.85,25.05,20.86,15.54,116,4.64
5-mar-21,7.71553,25.85,25.05,20.86,15.54,116,4.64
6-mar-21,7.71553,25.85,25.05,20.86,15.54,116,4.64
7-mar-21,7.71553,25.85,25.05,20.86,15.54,116,4.64
8-mar-21,7.71276,26.6,25.81,21.31,15.79,116,4.64
9-mar-21,7.71698,26.6,25.81,21.31,15.79,116,4.64
10-mar-21,7.73021,26.6,25.81,21.31,15.79,116,4.64
11-mar-21,7.72378,26.6,25.81,21.31,15.79,118,4.72
12-mar-21,7.73057,26.6,25.81,21.31,15.79,120,4.8
13-mar-21,7.73057,26.6,25.81,21.31,15.79,120,4.8
14-mar-21,7.73057,26.6,25.81,21.31,15.79,120,4.8
15-mar-21,7.72429,27.27,26.47,21.68,15.79,120,4.8
16-mar-21,7.72084,27.27,26.47,21.68,15.79,120,4.8
17-mar-21,7.72462,27.27,26.47,21.68,15.79,120,4.8
18-mar-21,7.72059,27.27,26.47,21.68,15.79,120,4.8
19-mar-21,7.72156,27.27,26.47,21.68,15.79,120,4.8
20-mar-21,7.72156,27.27,26.47,21.68,15.79,120,4.8
21-mar-21,7.72156,27.27,26.47,21.68,15.79,120,4.8
22-mar-21,7.72274,27.02,26.22,21.41,15.79,120,4.8
23-mar-21,7.72002,27.02,26.22,21.41,15.79,120,4.8
24-mar-21,7.72758,27.02,26.22,21.41,15.79,120,4.8
25-mar-21,7.72719,27.02,26.22,21.41,15.79,120,4.8
26-mar-21,7.72379,27.02,26.22,21.41,15.79,120,4.8
27-mar-21,7.72379,27.02,26.22,21.41,15.79,120,4.8
28-mar-21,7.72379,27.02,26.22,21.41,15.79,120,4.8
29-mar-21,7.72267,26.35,25.56,20.8,15.59,120,4.8
30-mar-21,7.7199,26.35,25.56,20.8,15.59,120,4.8
31-mar-21,7.71498,26.35,25.56,20.8,15.59,120,4.8
1-abr-21,7.71498,26.35,25.56,20.8,15.59,120,4.8
2-abr-21,7.71498,26.35,25.56,20.8,15.59,120,4.8
3-abr-21,7.71498,26.35,25.56,20.8,15.59,120,4.8
4-abr-21,7.71498,26.35,25.56,20.8,15.59,120,4.8
5-abr-21,7.7179,26.45,25.66,20.71,15.59,120,4.8
6-abr-21,7.72277,26.45,25.66,20.71,15.59,120,4.8
7-abr-21,7.71815,26.45,25.66,20.71,15.59,120,4.8
8-abr-21,7.71725,26.45,25.66,20.71,15.59,120,4.8
9-abr-21,7.72209,26.45,25.66,20.71,15.59,120,4.8
10-abr-21,7.72209,26.45,25.66,20.71,15.59,120,4.8
11-abr-21,7.72209,26.45,25.66,20.71,15.59,120,4.8
12-abr-21,7.71748,26.97,26.17,20.43,15.44,120,4.8
13-abr-21,7.71454,26.97,26.17,20.43,15.44,120,4.8
14-abr-21,7.71791,26.97,26.17,20.43,15.44,120,4.8
15-abr-21,7.71877,26.97,26.17,20.43,15.44,120,4.8
16-abr-21,7.71832,26.97,26.17,20.43,15.44,120,4.8
17-abr-21,7.71832,26.97,26.17,20.43,15.44,120,4.8
18-abr-21,7.71832,26.97,26.17,20.43,15.44,120,4.8
19-abr-21,7.71216,27,26.2,20.59,16.14,120,4.8
20-abr-21,7.71103,27,26.2,20.59,16.14,120,4.8
21-abr-21,7.71206,27,26.2,20.59,16.14,120,4.8
22-abr-21,7.71432,27,26.2,20.59,16.14,120,4.8
23-abr-21,7.71463,27,26.2,20.59,16.14,120,4.8
24-abr-21,7.71463,27,26.2,20.59,16.14,120,4.8
25-abr-21,7.71463,27,26.2,20.59,16.14,120,4.8
26-abr-21,7.71238,27.27,26.49,20.87,16.44,120,4.8
27-abr-21,7.71167,27.27,26.49,20.87,16.44,120,4.8
28-abr-21,7.71934,27.27,26.49,20.87,16.44,120,4.8
29-abr-21,7.71649,27.27,26.49,20.87,16.44,120,4.8
30-abr-21,7.71812,27.27,26.49,20.87,16.44,120,4.8
1-may-21,7.71812,27.27,26.49,20.87,16.44,120,4.8
2-may-21,7.71812,27.27,26.49,20.87,16.44,120,4.8
3-may-21,7.71812,27.29,26.49,21.12,16.44,120,4.8
4-may-21,7.71336,27.29,26.49,21.12,16.44,120,4.8
5-may-21,7.71288,27.29,26.49,21.12,16.44,120,4.8
6-may-21,7.7117,27.29,26.49,21.12,16.44,120,4.8
7-may-21,7.71133,27.29,26.49,21.12,16.44,120,4.8
8-may-21,7.71133,27.29,26.49,21.12,16.44,120,4.8
9-may-21,7.71133,27.29,26.49,21.12,16.44,120,4.8
10-may-21,7.71048,27.89,27.09,21.79,16.84,120,4.8
11-may-21,7.70861,27.89,27.09,21.79,16.84,120,4.8
12-may-21,7.71034,27.89,27.09,21.79,16.84,120,4.8
13-may-21,7.70898,27.89,27.09,21.79,16.84,120,4.8
14-may-21,7.7102,27.89,27.09,21.79,16.84,120,4.8
15-may-21,7.7102,27.89,27.09,21.79,16.84,120,4.8
16-may-21,7.7102,27.89,27.09,21.79,16.84,120,4.8
17-may-21,7.70923,27.9,27.09,21.79,16.99,120,4.8
18-may-21,7.7092,27.9,27.09,21.79,16.99,120,4.8
19-may-21,7.71246,27.9,27.09,21.79,16.99,120,4.8
20-may-21,7.71203,27.9,27.09,21.79,16.99,120,4.8
21-may-21,7.71822,27.9,27.09,21.79,16.99,120,4.8
22-may-21,7.71822,27.9,27.09,21.79,16.99,120,4.8
23-may-21,7.71822,27.9,27.09,21.79,16.99,120,4.8
24-may-21,7.71544,27.88,27.08,21.78,16.62,120,4.8
25-may-21,7.71791,27.88,27.08,21.78,16.62,120,4.8
26-may-21,7.71942,27.88,27.08,21.78,16.62,120,4.8
27-may-21,7.7219,27.88,27.08,21.78,16.62,120,4.8
28-may-21,7.72459,27.88,27.08,21.78,16.62,120,4.8
29-may-21,7.72459,27.88,27.08,21.78,16.62,120,4.8
30-may-21,7.72459,27.88,27.08,21.78,16.62,120,4.8
31-may-21,7.72117,28.01,27.22,22.29,16.45,120,4.8
1-jun-21,7.72935,28.01,27.22,22.29,16.45,120,4.8
2-jun-21,7.72179,28.01,27.22,22.29,16.45,120,4.8
3-jun-21,7.72533,28.01,27.22,22.29,16.45,120,4.8
4-jun-21,7.72994,28.01,27.22,22.29,16.45,120,4.8
5-jun-21,7.72994,28.01,27.22,22.29,16.45,120,4.8
6-jun-21,7.72994,28.01,27.22,22.29,16.45,120,4.8
7-jun-21,7.72393,27.99,27.2,22.58,16.78,120,4.8
8-jun-21,7.72481,27.99,27.2,22.58,16.78,120,4.8
9-jun-21,7.73186,27.99,27.2,22.58,16.78,120,4.8
10-jun-21,7.73802,27.99,27.2,22.58,16.78,120,4.8
11-jun-21,7.74072,27.99,27.2,22.58,16.78,120,4.8
12-jun-21,7.74072,27.99,27.2,22.58,16.78,120,4.8
13-jun-21,7.74072,27.99,27.2,22.58,16.78,120,4.8
14-jun-21,7.737,28.19,27.4,22.7,17.04,120,4.8
15-jun-21,7.73582,28.19,27.4,22.7,17.04,120,4.8
16-jun-21,7.74111,28.19,27.4,22.7,17.04,120,4.8
17-jun-21,7.74153,28.19,27.4,22.7,17.04,120,4.8
18-jun-21,7.74443,28.19,27.4,22.7,17.04,120,4.8
19-jun-21,7.74443,28.19,27.4,22.7,17.04,120,4.8
20-jun-21,7.74443,28.19,27.4,22.7,17.04,120,4.8
21-jun-21,7.73757,27.68,26.86,21.88,17.29,120,4.8
22-jun-21,7.738,27.68,26.86,21.88,17.29,120,4.8
23-jun-21,7.74412,27.68,26.86,21.88,17.29,120,4.8
24-jun-21,7.74428,27.68,26.86,21.88,17.29,120,4.8
25-jun-21,7.75033,27.68,26.86,21.88,17.29,120,4.8
26-jun-21,7.75033,27.68,26.86,21.88,17.29,120,4.8
27-jun-21,7.75033,27.68,26.86,21.88,17.29,120,4.8
28-jun-21,7.75033,27.68,26.86,21.88,17.59,120,4.8
29-jun-21,7.75033,27.6,26.8,21.81,17.59,120,4.8
30-jun-21,7.74404,27.6,26.8,21.81,17.59,120,4.8
1-jul-21,7.744,27.6,26.8,21.81,17.59,120,4.8
2-jul-21,7.74502,27.6,26.8,21.81,17.59,120,4.8
3-jul-21,7.74502,27.6,26.8,21.81,17.59,120,4.8
4-jul-21,7.74502,27.6,26.8,21.81,17.59,120,4.8
5-jul-21,7.74235,28.78,27.98,22.97,17.59,120,4.8
6-jul-21,7.74274,28.78,27.98,22.97,17.59,120,4.8
7-jul-21,7.74339,28.78,27.98,22.97,17.59,120,4.8
8-jul-21,7.72481,28.78,27.98,22.97,17.59,120,4.8
9-jul-21,7.73186,28.78,27.98,22.97,17.59,120,4.8
10-jul-21,7.73802,28.78,27.98,22.97,17.59,120,4.8
11-jul-21,7.74072,28.78,27.98,22.97,17.59,120,4.8
12-jul-21,7.74072,28.64,27.84,22.82,17.09,120,4.8
13-jul-21,7.74072,28.64,27.84,22.82,17.09,120,4.8
14-jul-21,7.74309,28.64,27.84,22.82,17.09,120,4.8
15-jul-21,7.74341,28.64,27.84,22.82,17.09,120,4.8
16-jul-21,7.74478,28.64,27.84,22.82,17.09,120,4.8
17-jul-21,7.74478,28.64,27.84,22.82,17.09,120,4.8
18-jul-21,7.74478,28.64,27.84,22.82,17.09,120,4.8
19-jul-21,7.74535,28.34,27.54,22.55,17.32,120,4.8
20-jul-21,7.74279,28.34,27.54,22.55,17.32,120,4.8
21-jul-21,7.74457,28.34,27.54,22.55,17.32,120,4.8
22-jul-21,7.74615,28.34,27.54,22.55,17.32,120,4.8
23-jul-21,7.74671,28.34,27.54,22.55,17.32,120,4.8
24-jul-21,7.74671,28.34,27.54,22.55,17.32,120,4.8
25-jul-21,7.74671,28.34,27.54,22.55,17.32,120,4.8
26-jul-21,7.74425,28.09,27.29,22.1,16.82,120,4.8
27-jul-21,7.74312,28.09,27.29,22.1,16.82,120,4.8
28-jul-21,7.74328,28.09,27.29,22.1,16.82,120,4.8
29-jul-21,7.74762,28.09,27.29,22.1,16.82,120,4.8
30-jul-21,7.74751,28.09,27.29,22.1,16.82,120,4.8
31-jul-21,7.74751,28.09,27.29,22.1,16.82,120,4.8
1-ago-21,7.74751,28.09,27.29,22.1,16.82,120,4.8
2-ago-21,7.74846,29.1,28.28,23.1,17.32,120,4.8
3-ago-21,7.74181,29.1,28.28,23.1,17.32,120,4.8
4-ago-21,7.74579,29.1,28.28,23.1,17.32,120,4.8
5-ago-21,7.74765,29.1,28.28,23.1,17.32,120,4.8
6-ago-21,7.74821,29.1,28.28,23.1,17.32,120,4.8
7-ago-21,7.74821,29.1,28.28,23.1,17.32,120,4.8
8-ago-21,7.74821,29.1,28.28,23.1,17.32,120,4.8
9-ago-21,7.74671,29.09,28.27,23.09,17.02,120,4.8
10-ago-21,7.74134,29.09,28.27,23.09,17.02,120,4.8
11-ago-21,7.7395,29.09,28.27,23.09,17.02,120,4.8
12-ago-21,7.73969,29.09,28.27,23.09,17.02,120,4.8
13-ago-21,7.73802,29.09,28.27,23.09,17.02,120,4.8
14-ago-21,7.73802,29.09,28.27,23.09,17.02,120,4.8
15-ago-21,7.73802,29.09,28.27,23.09,17.02,120,4.8
16-ago-21,7.73802,29.09,28.27,23.09,17.02,120,4.8
17-ago-21,7.73577,28.8,28,22.8,17.02,120,4.8
18-ago-21,7.73522,28.8,28,22.8,17.02,120,4.8
19-ago-21,7.73636,28.8,28,22.8,17.02,120,4.8
20-ago-21,7.73501,28.8,28,22.8,17.02,120,4.8
21-ago-21,7.73501,28.8,28,22.8,17.02,120,4.8
22-ago-21,7.73501,28.8,28,22.8,17.02,120,4.8
23-ago-21,7.73248,28.79,27.99,22.79,16.67,120,4.8
24-ago-21,7.73216,28.79,27.99,22.79,16.67,120,4.8
25-ago-21,7.73273,28.79,27.99,22.79,16.67,120,4.8
26-ago-21,7.73256,28.79,27.99,22.79,16.67,120,4.8
27-ago-21,7.73179,28.79,27.99,22.79,16.67,120,4.8
28-ago-21,7.73179,28.79,27.99,22.79,16.67,120,4.8
29-ago-21,7.73179,28.79,27.99,22.79,16.67,120,4.8
30-ago-21,7.72752,28.79,27.99,22.79,17.57,120,4.8
31-ago-21,7.72957,28.79,27.99,22.79,17.57,120,4.8
1-sep-21,7.7308,28.79,27.99,22.79,17.57,120,4.8
2-sep-21,7.73415,28.79,27.99,22.79,17.57,120,4.8
3-sep-21,7.73213,28.79,27.99,22.79,17.57,120,4.8
4-sep-21,7.73213,28.79,27.99,22.79,17.57,120,4.8
5-sep-21,7.73213,28.79,27.99,22.79,17.57,120,4.8
6-sep-21,7.72922,29.11,28.4,23.2,17.87,120,4.8
7-sep-21,7.73432,29.11,28.4,23.2,17.87,120,4.8
8-sep-21,7.73144,29.11,28.4,23.2,17.87,120,4.8
9-sep-21,7.729,29.11,28.4,23.2,17.87,120,4.8
10-sep-21,7.73025,29.11,28.4,23.2,17.87,120,4.8
11-sep-21,7.73025,29.11,28.4,23.2,17.87,120,4.8
12-sep-21,7.73025,29.11,28.4,23.2,17.87,120,4.8
13-sep-21,7.72909,29.08,28.4,23.47,17.41,120,4.8
14-sep-21,7.7276,29.08,28.4,23.47,17.41,120,4.8
15-sep-21,7.7276,29.08,28.4,23.47,17.41,120,4.8
16-sep-21,7.72827,29.08,28.4,23.47,17.41,120,4.8
17-sep-21,7.73272,29.08,28.4,23.47,17.41,120,4.8
18-sep-21,7.73272,29.08,28.4,23.47,17.41,120,4.8
19-sep-21,7.73272,29.08,28.4,23.47,17.41,120,4.8
20-sep-21,7.73082,29.27,28.58,23.77,17.55,126,5.04
21-sep-21,7.72868,29.27,28.58,23.77,17.55,126,5.04
22-sep-21,7.73206,29.27,28.58,23.77,17.55,126,5.04
23-sep-21,7.73345,29.27,28.58,23.77,17.55,129,5.16
24-sep-21,7.7369,29.27,28.58,23.77,17.55,129,5.16
25-sep-21,7.7369,29.27,28.58,23.77,17.55,129,5.16
26-sep-21,7.7369,29.27,28.58,23.77,17.55,129,5.16
27-sep-21,7.73277,29.29,28.59,23.79,17.8,129,5.16
28-sep-21,7.73175,29.29,28.59,23.79,17.8,129,5.16
29-sep-21,7.73524,29.29,28.59,23.79,17.8,129,5.16
30-sep-21,7.73365,29.29,28.59,23.79,17.8,132,5.28
1-oct-21,7.73369,29.29,28.59,23.79,17.8,132,5.28
2-oct-21,7.73369,29.29,28.59,23.79,17.8,132,5.28
3-oct-21,7.73369,29.29,28.59,23.79,17.8,132,5.28
4-oct-21,7.72995,29.01,28.3,24.48,18.55,132,5.28
5-oct-21,7.72931,29.01,28.3,24.48,18.55,132,5.28
6-oct-21,7.73116,29.01,28.3,24.48,18.55,132,5.28
7-oct-21,7.73216,29.01,28.3,24.48,18.55,132,5.28
8-oct-21,7.73128,29.01,28.3,24.48,18.55,132,5.28
9-oct-21,7.73128,29.01,28.3,24.48,18.55,132,5.28
10-oct-21,7.73128,29.01,28.3,24.48,18.55,132,5.28
11-oct-21,7.72898,29.98,29.28,25.41,19.35,132,5.28
12-oct-21,7.72898,29.98,29.28,25.41,19.35,132,5.28
13-oct-21,7.73177,29.98,29.28,25.41,19.35,132,5.28
14-oct-21,7.72891,29.98,29.28,25.41,19.35,132,5.28
15-oct-21,7.73147,29.98,29.28,25.41,19.35,132,5.28
16-oct-21,7.73147,29.98,29.28,25.41,19.35,132,5.28
17-oct-21,7.73147,29.98,29.28,25.41,19.35,132,5.28
18-oct-21,7.73017,29.97,29.28,25.44,19.45,132,5.28
19-oct-21,7.72756,29.97,29.28,25.44,19.45,132,5.28
20-oct-21,7.72756,29.97,29.28,25.44,19.45,132,5.28
21-oct-21,7.72975,29.97,29.28,25.44,19.45,132,5.28
22-oct-21,7.73264,29.97,29.28,25.44,19.45,132,5.28
23-oct-21,7.73264,29.97,29.28,25.44,19.45,132,5.28
24-oct-21,7.73264,29.97,29.28,25.44,19.45,132,5.28
25-oct-21,7.72948,30.98,30.28,26.49,19.22,132,5.28
26-oct-21,7.72908,30.98,30.28,26.49,19.22,132,5.28
27-oct-21,7.73331,30.98,30.28,26.49,19.22,132,5.28
28-oct-21,7.73647,30.98,30.28,26.49,19.22,132,5.28
29-oct-21,7.73464,30.98,30.28,26.49,19.22,132,5.28
30-oct-21,7.73464,30.98,30.28,26.49,19.22,132,5.28
31-oct-21,7.73464,30.98,30.28,26.49,19.22,132,5.28
1-nov-21,7.73464,30.98,30.28,26.49,19.22,138.67,5.55
2-nov-21,7.73554,30.98,30.28,26.48,18.95,138.67,5.55
3-nov-21,7.73091,30.98,30.28,26.48,18.95,138.67,5.55
4-nov-21,7.73206,30.98,30.28,26.48,18.95,138.67,5.55
5-nov-21,7.73221,30.98,30.28,26.48,18.95,138.67,5.55
6-nov-21,7.73221,30.98,30.28,26.48,18.95,138.67,5.55
7-nov-21,7.73221,30.98,30.28,26.48,18.95,138.67,5.55
8-nov-21,7.72991,30.99,30.3,26.49,18.45,138.67,5.55
9-nov-21,7.72837,30.99,30.3,26.49,18.45,138.67,5.55
10-nov-21,7.72687,30.99,30.3,26.49,18.45,138.67,5.55
11-nov-21,7.7275,30.99,30.3,26.49,18.45,138.67,5.55
12-nov-21,7.73171,30.99,30.3,26.49,18.45,138.67,5.55
13-nov-21,7.73171,30.99,30.3,26.49,18.45,138.67,5.55
14-nov-21,7.73171,30.99,30.3,26.49,18.45,138.67,5.55
15-nov-21,7.72977,30.63,29.93,26.12,18.3,138.67,5.55
16-nov-21,7.72696,30.63,29.93,26.12,18.3,138.67,5.55
17-nov-21,7.7329,30.63,29.93,26.12,18.3,138.67,5.55
18-nov-21,7.73088,30.63,29.93,26.12,18.3,138.67,5.55
19-nov-21,7.73298,30.63,29.93,26.12,18.3,138.67,5.55
20-nov-21,7.73298,30.63,29.93,26.12,18.3,138.67,5.55
21-nov-21,7.73298,30.63,29.93,26.12,18.3,138.67,5.55
22-nov-21,7.7254,30.01,29.32,25.7,18.45,138.67,5.55
23-nov-21,7.72921,30.01,29.32,25.7,18.45,138.67,5.55
24-nov-21,7.73146,30.01,29.32,25.7,18.45,138.67,5.55
25-nov-21,7.73144,30.01,29.32,25.7,18.45,138.67,5.55
26-nov-21,7.73483,30.01,29.32,25.7,18.45,138.67,5.55
27-nov-21,7.73483,30.01,29.32,25.7,18.45,138.67,5.55
28-nov-21,7.73483,30.01,29.32,25.7,18.45,138.67,5.55
29-nov-21,7.73149,29.78,29.07,25.33,17.95,138.67,5.55
30-nov-21,7.73058,29.78,29.07,25.33,17.95,138.67,5.55
1-dic-21,7.73219,29.78,29.07,25.33,17.95,122,4.88
2-dic-21,7.7308,29.78,29.07,25.33,17.95,122,4.88
3-dic-21,7.73654,29.78,29.07,25.33,17.95,122,4.88
4-dic-21,7.73654,29.78,29.07,25.33,17.95,122,4.88
5-dic-21,7.73654,29.78,29.07,25.33,17.95,122,4.88
6-dic-21,7.72819,28.82,28.1,24.36,16.95,122,4.88
7-dic-21,7.72825,28.82,28.1,24.36,16.95,122,4.88
8-dic-21,7.7317,28.82,28.1,24.36,16.95,122,4.88
9-dic-21,7.7286,28.82,28.1,24.36,16.95,122,4.88
10-dic-21,7.73244,28.82,28.1,24.36,16.95,122,4.88
11-dic-21,7.73244,28.82,28.1,24.36,16.95,122,4.88
12-dic-21,7.73244,28.82,28.1,24.36,16.95,122,4.88
13-dic-21,7.7276,28.78,28.06,24.28,16.95,122,4.88
14-dic-21,7.72471,28.78,28.06,24.28,16.95,122,4.88
15-dic-21,7.72525,28.78,28.06,24.28,16.95,122,4.88
16-dic-21,7.72374,28.78,28.06,24.28,16.95,122,4.88
17-dic-21,7.72464,28.78,28.06,24.28,16.95,122,4.88
18-dic-21,7.72464,28.78,28.06,24.28,16.95,122,4.88
19-dic-21,7.72464,28.78,28.06,24.28,16.95,122,4.88
20-dic-21,7.7221,28.78,28.06,24.28,17.1,122,4.88
21-dic-21,7.71769,28.78,28.06,24.28,17.1,122,4.88
22-dic-21,7.72082,28.78,28.06,24.28,17.1,122,4.88
23-dic-21,7.71827,28.78,28.06,24.28,17.1,122,4.88
24-dic-21,7.71628,28.78,28.06,24.28,17.1,122,4.88
25-dic-21,7.71628,28.78,28.06,24.28,17.1,122,4.88
26-dic-21,7.71628,28.78,28.06,24.28,17.1,122,4.88
27-dic-21,7.71628,28.69,27.91,24.51,17.28,122,4.88
28-dic-21,7.72447,28.69,27.91,24.51,17.28,122,4.88
29-dic-21,7.71924,28.69,27.91,24.51,17.28,122,4.88
30-dic-21,7.71912,28.69,27.91,24.51,17.28,122,4.88
31-dic-21,7.71912,28.69,27.91,24.51,17.28,122,4.88
